"Date","Spot exchange rate, Sterling into US$              [a] [a] [a]             XUDLGBD","Spot exchange rate, US $ into Sterling              [a] [a] [a]             XUDLUSS"
"09 Jul 18","0.7541","1.326"
"06 Jul 18","0.7532","1.3277"
"05 Jul 18","0.7563","1.3223"
"04 Jul 18","0.7571","1.3208"
"03 Jul 18","0.759","1.3176"
"02 Jul 18","0.762","1.3124"
"29 Jun 18","0.7574","1.3203"
"28 Jun 18","0.7635","1.3098"
"27 Jun 18","0.7606","1.3147"
"26 Jun 18","0.7557","1.3233"
"25 Jun 18","0.7536","1.3269"
"22 Jun 18","0.7535","1.3272"
"21 Jun 18","0.7543","1.3257"
"20 Jun 18","0.759","1.3176"
"19 Jun 18","0.7591","1.3173"
"18 Jun 18","0.7552","1.3241"
"15 Jun 18","0.7527","1.3286"
"14 Jun 18","0.75","1.3333"
"13 Jun 18","0.7481","1.3367"
"12 Jun 18","0.749","1.3352"
"11 Jun 18","0.7466","1.3394"
"08 Jun 18","0.7465","1.3395"
"07 Jun 18","0.7452","1.342"
"06 Jun 18","0.7447","1.3428"
"05 Jun 18","0.7496","1.3341"
"04 Jun 18","0.7501","1.3332"
"01 Jun 18","0.7501","1.3331"
"31 May 18","0.7514","1.3308"
"30 May 18","0.7533","1.3275"
"29 May 18","0.7536","1.3269"
"25 May 18","0.751","1.3316"
"24 May 18","0.7477","1.3374"
"23 May 18","0.7496","1.3341"
"22 May 18","0.7451","1.3421"
"21 May 18","0.7457","1.341"
"18 May 18","0.7421","1.3475"
"17 May 18","0.7405","1.3504"
"16 May 18","0.7417","1.3483"
"15 May 18","0.741","1.3495"
"14 May 18","0.7357","1.3593"
"11 May 18","0.7378","1.3553"
"10 May 18","0.7426","1.3467"
"09 May 18","0.7365","1.3577"
"08 May 18","0.7398","1.3518"
"04 May 18","0.7398","1.3517"
"03 May 18","0.7382","1.3546"
"02 May 18","0.7353","1.3599"
"01 May 18","0.7355","1.3596"
"30 Apr 18","0.7259","1.3776"
"27 Apr 18","0.7249","1.3795"
"26 Apr 18","0.7176","1.3936"
"25 Apr 18","0.7176","1.3935"
"24 Apr 18","0.7161","1.3964"
"23 Apr 18","0.7168","1.395"
"20 Apr 18","0.713","1.4025"
"19 Apr 18","0.7032","1.4221"
"18 Apr 18","0.7025","1.4235"
"17 Apr 18","0.6988","1.431"
"16 Apr 18","0.6979","1.4328"
"13 Apr 18","0.7019","1.4247"
"12 Apr 18","0.7026","1.4232"
"11 Apr 18","0.7039","1.4207"
"10 Apr 18","0.7056","1.4173"
"09 Apr 18","0.7078","1.4129"
"06 Apr 18","0.7101","1.4083"
"05 Apr 18","0.7143","1.3999"
"04 Apr 18","0.71","1.4085"
"03 Apr 18","0.7124","1.4038"
"29 Mar 18","0.7126","1.4033"
"28 Mar 18","0.7093","1.4098"
"27 Mar 18","0.707","1.4144"
"26 Mar 18","0.7031","1.4223"
"23 Mar 18","0.7067","1.415"
"22 Mar 18","0.7093","1.4099"
"21 Mar 18","0.7111","1.4062"
"20 Mar 18","0.7137","1.4011"
"19 Mar 18","0.7128","1.4029"
"16 Mar 18","0.7185","1.3918"
"15 Mar 18","0.717","1.3947"
"14 Mar 18","0.7171","1.3945"
"13 Mar 18","0.7149","1.3987"
"12 Mar 18","0.7195","1.3898"
"09 Mar 18","0.7211","1.3868"
"08 Mar 18","0.7231","1.383"
"07 Mar 18","0.7196","1.3896"
"06 Mar 18","0.7203","1.3883"
"05 Mar 18","0.7221","1.3848"
"02 Mar 18","0.7263","1.3769"
"01 Mar 18","0.7286","1.3725"
"28 Feb 18","0.7257","1.378"
"27 Feb 18","0.7204","1.3882"
"26 Feb 18","0.7173","1.3941"
"23 Feb 18","0.7158","1.3971"
"22 Feb 18","0.7175","1.3937"
"21 Feb 18","0.7154","1.3979"
"20 Feb 18","0.714","1.4005"
"19 Feb 18","0.7146","1.3994"
"16 Feb 18","0.7123","1.404"
"15 Feb 18","0.7114","1.4056"
"14 Feb 18","0.7163","1.3961"
"13 Feb 18","0.7204","1.3881"
"12 Feb 18","0.7242","1.3809"
"09 Feb 18","0.7243","1.3806"
"08 Feb 18","0.7141","1.4004"
"07 Feb 18","0.7203","1.3883"
"06 Feb 18","0.719","1.3908"
"05 Feb 18","0.7135","1.4016"
"02 Feb 18","0.708","1.4125"
"01 Feb 18","0.7024","1.4237"
"31 Jan 18","0.7032","1.4221"
"30 Jan 18","0.7086","1.4112"
"29 Jan 18","0.7111","1.4063"
"26 Jan 18","0.7052","1.4181"
"25 Jan 18","0.6992","1.4302"
"24 Jan 18","0.7031","1.4222"
"23 Jan 18","0.7133","1.402"
"22 Jan 18","0.7159","1.3969"
"19 Jan 18","0.7223","1.3845"
"18 Jan 18","0.7204","1.3882"
"17 Jan 18","0.7229","1.3834"
"16 Jan 18","0.726","1.3775"
"15 Jan 18","0.7245","1.3802"
"12 Jan 18","0.7305","1.3689"
"11 Jan 18","0.7388","1.3535"
"10 Jan 18","0.7389","1.3533"
"09 Jan 18","0.7394","1.3525"
"08 Jan 18","0.7363","1.3581"
"05 Jan 18","0.7373","1.3563"
"04 Jan 18","0.7379","1.3552"
"03 Jan 18","0.74","1.3514"
"02 Jan 18","0.7364","1.3579"
"29 Dec 17","0.7402","1.351"
"28 Dec 17","0.7443","1.3436"
"27 Dec 17","0.7463","1.3399"
"22 Dec 17","0.747","1.3387"
"21 Dec 17","0.7488","1.3354"
"20 Dec 17","0.7459","1.3406"
"19 Dec 17","0.7491","1.3349"
"18 Dec 17","0.7464","1.3398"
"15 Dec 17","0.7509","1.3317"
"14 Dec 17","0.7449","1.3424"
"13 Dec 17","0.7483","1.3363"
"12 Dec 17","0.7506","1.3323"
"11 Dec 17","0.7484","1.3362"
"08 Dec 17","0.7476","1.3376"
"07 Dec 17","0.7453","1.3417"
"06 Dec 17","0.7473","1.3382"
"05 Dec 17","0.7431","1.3457"
"04 Dec 17","0.7419","1.3479"
"01 Dec 17","0.7413","1.349"
"30 Nov 17","0.7391","1.353"
"29 Nov 17","0.7456","1.3412"
"28 Nov 17","0.7557","1.3233"
"27 Nov 17","0.7496","1.334"
"24 Nov 17","0.749","1.3351"
"23 Nov 17","0.752","1.3297"
"22 Nov 17","0.7528","1.3283"
"21 Nov 17","0.7559","1.323"
"20 Nov 17","0.754","1.3262"
"17 Nov 17","0.7572","1.3207"
"16 Nov 17","0.7578","1.3196"
"15 Nov 17","0.7597","1.3163"
"14 Nov 17","0.7623","1.3118"
"13 Nov 17","0.7627","1.3112"
"10 Nov 17","0.7564","1.322"
"09 Nov 17","0.7623","1.3118"
"08 Nov 17","0.7634","1.31"
"07 Nov 17","0.761","1.3141"
"06 Nov 17","0.7621","1.3121"
"03 Nov 17","0.7653","1.3067"
"02 Nov 17","0.7652","1.3068"
"01 Nov 17","0.7543","1.3257"
"31 Oct 17","0.753","1.328"
"30 Oct 17","0.7579","1.3195"
"27 Oct 17","0.7627","1.3112"
"26 Oct 17","0.7592","1.3171"
"25 Oct 17","0.7545","1.3253"
"24 Oct 17","0.7623","1.3119"
"23 Oct 17","0.7584","1.3185"
"20 Oct 17","0.7582","1.319"
"19 Oct 17","0.7574","1.3203"
"18 Oct 17","0.7592","1.3171"
"17 Oct 17","0.7594","1.3169"
"16 Oct 17","0.7529","1.3282"
"13 Oct 17","0.7516","1.3305"
"12 Oct 17","0.7596","1.3165"
"11 Oct 17","0.7582","1.3189"
"10 Oct 17","0.7565","1.3219"
"09 Oct 17","0.7615","1.3132"
"06 Oct 17","0.7658","1.3058"
"05 Oct 17","0.7611","1.3139"
"04 Oct 17","0.7532","1.3277"
"03 Oct 17","0.755","1.3245"
"02 Oct 17","0.7532","1.3276"
"29 Sep 17","0.7454","1.3416"
"28 Sep 17","0.7438","1.3444"
"27 Sep 17","0.747","1.3386"
"26 Sep 17","0.7453","1.3417"
"25 Sep 17","0.7416","1.3484"
"22 Sep 17","0.7393","1.3527"
"21 Sep 17","0.7384","1.3543"
"20 Sep 17","0.7371","1.3567"
"19 Sep 17","0.7395","1.3523"
"18 Sep 17","0.7376","1.3557"
"15 Sep 17","0.7355","1.3596"
"14 Sep 17","0.7491","1.335"
"13 Sep 17","0.7559","1.323"
"12 Sep 17","0.754","1.3263"
"11 Sep 17","0.7586","1.3183"
"08 Sep 17","0.7585","1.3184"
"07 Sep 17","0.7627","1.3112"
"06 Sep 17","0.7651","1.3071"
"05 Sep 17","0.7676","1.3027"
"04 Sep 17","0.7718","1.2957"
"01 Sep 17","0.7708","1.2973"
"31 Aug 17","0.776","1.2886"
"30 Aug 17","0.774","1.292"
"29 Aug 17","0.7721","1.2952"
"25 Aug 17","0.7766","1.2877"
"24 Aug 17","0.7814","1.2798"
"23 Aug 17","0.7815","1.2796"
"22 Aug 17","0.7791","1.2835"
"21 Aug 17","0.775","1.2904"
"18 Aug 17","0.7778","1.2857"
"17 Aug 17","0.7757","1.2891"
"16 Aug 17","0.7771","1.2869"
"15 Aug 17","0.778","1.2854"
"14 Aug 17","0.77","1.2987"
"11 Aug 17","0.7706","1.2977"
"10 Aug 17","0.7698","1.299"
"09 Aug 17","0.7696","1.2993"
"08 Aug 17","0.7716","1.296"
"07 Aug 17","0.7679","1.3023"
"04 Aug 17","0.767","1.3038"
"03 Aug 17","0.7608","1.3144"
"02 Aug 17","0.7563","1.3223"
"01 Aug 17","0.7559","1.3229"
"31 Jul 17","0.7586","1.3183"
"28 Jul 17","0.7623","1.3119"
"27 Jul 17","0.7641","1.3087"
"26 Jul 17","0.7659","1.3056"
"25 Jul 17","0.7663","1.305"
"24 Jul 17","0.7665","1.3047"
"21 Jul 17","0.7698","1.299"
"20 Jul 17","0.7699","1.2989"
"19 Jul 17","0.7667","1.3043"
"18 Jul 17","0.7682","1.3018"
"17 Jul 17","0.7653","1.3066"
"14 Jul 17","0.7642","1.3086"
"13 Jul 17","0.7732","1.2933"
"12 Jul 17","0.7758","1.289"
"11 Jul 17","0.7786","1.2844"
"10 Jul 17","0.7775","1.2862"
"07 Jul 17","0.7764","1.288"
"06 Jul 17","0.7724","1.2947"
"05 Jul 17","0.7737","1.2925"
"04 Jul 17","0.7735","1.2929"
"03 Jul 17","0.773","1.2937"
"30 Jun 17","0.7698","1.299"
"29 Jun 17","0.7695","1.2995"
"28 Jun 17","0.7727","1.2942"
"27 Jun 17","0.7827","1.2777"
"26 Jun 17","0.7851","1.2738"
"23 Jun 17","0.7851","1.2738"
"22 Jun 17","0.7898","1.2661"
"21 Jun 17","0.7896","1.2664"
"20 Jun 17","0.7925","1.2618"
"19 Jun 17","0.7838","1.2758"
"16 Jun 17","0.7812","1.2801"
"15 Jun 17","0.7836","1.2761"
"14 Jun 17","0.7819","1.2789"
"13 Jun 17","0.7855","1.273"
"12 Jun 17","0.7891","1.2673"
"09 Jun 17","0.7848","1.2742"
"08 Jun 17","0.7724","1.2947"
"07 Jun 17","0.7717","1.2959"
"06 Jun 17","0.7755","1.2895"
"05 Jun 17","0.7734","1.293"
"02 Jun 17","0.7763","1.2882"
"01 Jun 17","0.775","1.2903"
"31 May 17","0.7745","1.2912"
"30 May 17","0.7775","1.2862"
"26 May 17","0.7818","1.2791"
"25 May 17","0.7724","1.2947"
"24 May 17","0.7722","1.295"
"23 May 17","0.7704","1.298"
"22 May 17","0.7683","1.3016"
"19 May 17","0.7677","1.3026"
"18 May 17","0.7693","1.2999"
"17 May 17","0.7709","1.2972"
"16 May 17","0.7741","1.2918"
"15 May 17","0.7741","1.2918"
"12 May 17","0.7758","1.289"
"11 May 17","0.7766","1.2876"
"10 May 17","0.7723","1.2949"
"09 May 17","0.7721","1.2951"
"08 May 17","0.7727","1.2941"
"05 May 17","0.7717","1.2958"
"04 May 17","0.7743","1.2915"
"03 May 17","0.7754","1.2896"
"02 May 17","0.774","1.292"
"28 Apr 17","0.7729","1.2938"
"27 Apr 17","0.7755","1.2895"
"26 Apr 17","0.7777","1.2858"
"25 Apr 17","0.7795","1.2829"
"24 Apr 17","0.7827","1.2777"
"21 Apr 17","0.7827","1.2777"
"20 Apr 17","0.7788","1.2841"
"19 Apr 17","0.7806","1.2811"
"18 Apr 17","0.7834","1.2765"
"13 Apr 17","0.7989","1.2517"
"12 Apr 17","0.7994","1.251"
"11 Apr 17","0.8007","1.2489"
"10 Apr 17","0.8048","1.2426"
"07 Apr 17","0.807","1.2392"
"06 Apr 17","0.8003","1.2495"
"05 Apr 17","0.8015","1.2477"
"04 Apr 17","0.8033","1.2448"
"03 Apr 17","0.8011","1.2483"
"31 Mar 17","0.7996","1.2507"
"30 Mar 17","0.8007","1.2489"
"29 Mar 17","0.8057","1.2411"
"28 Mar 17","0.7977","1.2536"
"27 Mar 17","0.7955","1.257"
"24 Mar 17","0.8006","1.249"
"23 Mar 17","0.7983","1.2526"
"22 Mar 17","0.8015","1.2476"
"21 Mar 17","0.8013","1.2479"
"20 Mar 17","0.8087","1.2366"
"17 Mar 17","0.8083","1.2371"
"16 Mar 17","0.8085","1.2368"
"15 Mar 17","0.8182","1.2222"
"14 Mar 17","0.8219","1.2167"
"13 Mar 17","0.8174","1.2234"
"10 Mar 17","0.8219","1.2167"
"09 Mar 17","0.823","1.215"
"08 Mar 17","0.8218","1.2168"
"07 Mar 17","0.8201","1.2194"
"06 Mar 17","0.816","1.2255"
"03 Mar 17","0.8156","1.2261"
"02 Mar 17","0.814","1.2285"
"01 Mar 17","0.8119","1.2317"
"28 Feb 17","0.8035","1.2445"
"27 Feb 17","0.8019","1.247"
"24 Feb 17","0.8007","1.2489"
"23 Feb 17","0.7969","1.2548"
"22 Feb 17","0.8027","1.2458"
"21 Feb 17","0.8021","1.2468"
"20 Feb 17","0.8017","1.2473"
"17 Feb 17","0.8044","1.2432"
"16 Feb 17","0.8","1.25"
"15 Feb 17","0.8034","1.2447"
"14 Feb 17","0.8024","1.2463"
"13 Feb 17","0.7998","1.2503"
"10 Feb 17","0.8012","1.2482"
"09 Feb 17","0.7982","1.2528"
"08 Feb 17","0.7979","1.2533"
"07 Feb 17","0.8046","1.2429"
"06 Feb 17","0.8036","1.2444"
"03 Feb 17","0.7997","1.2505"
"02 Feb 17","0.7981","1.253"
"01 Feb 17","0.7907","1.2647"
"31 Jan 17","0.7943","1.2589"
"30 Jan 17","0.799","1.2515"
"27 Jan 17","0.7966","1.2553"
"26 Jan 17","0.7943","1.2589"
"25 Jan 17","0.7933","1.2605"
"24 Jan 17","0.7992","1.2513"
"23 Jan 17","0.8003","1.2495"
"20 Jan 17","0.8115","1.2323"
"19 Jan 17","0.8127","1.2304"
"18 Jan 17","0.81","1.2345"
"17 Jan 17","0.8074","1.2385"
"16 Jan 17","0.8288","1.2065"
"13 Jan 17","0.8207","1.2184"
"12 Jan 17","0.8184","1.2219"
"11 Jan 17","0.8284","1.2071"
"10 Jan 17","0.8207","1.2184"
"09 Jan 17","0.8232","1.2147"
"06 Jan 17","0.8118","1.2318"
"05 Jan 17","0.8048","1.2425"
"04 Jan 17","0.8133","1.2296"
"03 Jan 17","0.817","1.224"
"30 Dec 16","0.8128","1.2303"
"29 Dec 16","0.8179","1.2226"
"28 Dec 16","0.8179","1.2227"
"23 Dec 16","0.8159","1.2256"
"22 Dec 16","0.8131","1.2298"
"21 Dec 16","0.808","1.2376"
"20 Dec 16","0.8095","1.2353"
"19 Dec 16","0.807","1.2392"
"16 Dec 16","0.8042","1.2434"
"15 Dec 16","0.8059","1.2409"
"14 Dec 16","0.7873","1.2701"
"13 Dec 16","0.7884","1.2684"
"12 Dec 16","0.7893","1.2669"
"09 Dec 16","0.7959","1.2564"
"08 Dec 16","0.7965","1.2555"
"07 Dec 16","0.7931","1.2609"
"06 Dec 16","0.7867","1.2712"
"05 Dec 16","0.787","1.2707"
"02 Dec 16","0.79","1.2658"
"01 Dec 16","0.7923","1.2622"
"30 Nov 16","0.8002","1.2497"
"29 Nov 16","0.7996","1.2507"
"28 Nov 16","0.8057","1.2412"
"25 Nov 16","0.803","1.2453"
"24 Nov 16","0.8023","1.2464"
"23 Nov 16","0.8065","1.2399"
"22 Nov 16","0.805","1.2422"
"21 Nov 16","0.8017","1.2474"
"18 Nov 16","0.8122","1.2312"
"17 Nov 16","0.8041","1.2437"
"16 Nov 16","0.805","1.2423"
"15 Nov 16","0.8075","1.2384"
"14 Nov 16","0.803","1.2453"
"11 Nov 16","0.795","1.2579"
"10 Nov 16","0.8009","1.2486"
"09 Nov 16","0.8036","1.2444"
"08 Nov 16","0.806","1.2407"
"07 Nov 16","0.8069","1.2393"
"04 Nov 16","0.7971","1.2545"
"03 Nov 16","0.8029","1.2455"
"02 Nov 16","0.812","1.2315"
"01 Nov 16","0.8183","1.222"
"31 Oct 16","0.8187","1.2214"
"28 Oct 16","0.8234","1.2145"
"27 Oct 16","0.8211","1.2179"
"26 Oct 16","0.8171","1.2239"
"25 Oct 16","0.8242","1.2133"
"24 Oct 16","0.8193","1.2205"
"21 Oct 16","0.82","1.2195"
"20 Oct 16","0.8167","1.2244"
"19 Oct 16","0.8138","1.2288"
"18 Oct 16","0.8129","1.2302"
"17 Oct 16","0.8227","1.2155"
"14 Oct 16","0.82","1.2195"
"13 Oct 16","0.8201","1.2193"
"12 Oct 16","0.8208","1.2183"
"11 Oct 16","0.8179","1.2227"
"10 Oct 16","0.808","1.2377"
"07 Oct 16","0.8022","1.2465"
"06 Oct 16","0.7908","1.2646"
"05 Oct 16","0.7848","1.2742"
"04 Oct 16","0.7841","1.2754"
"03 Oct 16","0.7792","1.2834"
"30 Sep 16","0.7698","1.2991"
"29 Sep 16","0.7703","1.2982"
"28 Sep 16","0.7698","1.299"
"27 Sep 16","0.77","1.2987"
"26 Sep 16","0.7707","1.2976"
"23 Sep 16","0.7716","1.296"
"22 Sep 16","0.7637","1.3094"
"21 Sep 16","0.7717","1.2958"
"20 Sep 16","0.7723","1.2949"
"19 Sep 16","0.7656","1.3061"
"16 Sep 16","0.7646","1.3079"
"15 Sep 16","0.758","1.3192"
"14 Sep 16","0.759","1.3176"
"13 Sep 16","0.7587","1.3181"
"12 Sep 16","0.7517","1.3303"
"09 Sep 16","0.7542","1.3259"
"08 Sep 16","0.751","1.3316"
"07 Sep 16","0.7496","1.334"
"06 Sep 16","0.7446","1.343"
"05 Sep 16","0.7523","1.3293"
"02 Sep 16","0.7514","1.3309"
"01 Sep 16","0.7519","1.3299"
"31 Aug 16","0.7634","1.3099"
"30 Aug 16","0.7636","1.3096"
"26 Aug 16","0.7576","1.32"
"25 Aug 16","0.7582","1.3189"
"24 Aug 16","0.7547","1.325"
"23 Aug 16","0.7584","1.3186"
"22 Aug 16","0.7607","1.3146"
"19 Aug 16","0.7659","1.3056"
"18 Aug 16","0.7598","1.3162"
"17 Aug 16","0.7687","1.3009"
"16 Aug 16","0.7712","1.2967"
"15 Aug 16","0.7767","1.2875"
"12 Aug 16","0.7731","1.2935"
"11 Aug 16","0.7712","1.2966"
"10 Aug 16","0.7684","1.3014"
"09 Aug 16","0.7697","1.2992"
"08 Aug 16","0.767","1.3038"
"05 Aug 16","0.7658","1.3059"
"04 Aug 16","0.7617","1.3128"
"03 Aug 16","0.7506","1.3322"
"02 Aug 16","0.7515","1.3306"
"01 Aug 16","0.7572","1.3206"
"29 Jul 16","0.7537","1.3267"
"28 Jul 16","0.7622","1.312"
"27 Jul 16","0.7625","1.3114"
"26 Jul 16","0.7624","1.3116"
"25 Jul 16","0.7621","1.3122"
"22 Jul 16","0.7642","1.3085"
"21 Jul 16","0.7569","1.3211"
"20 Jul 16","0.759","1.3175"
"19 Jul 16","0.7613","1.3136"
"18 Jul 16","0.7527","1.3286"
"15 Jul 16","0.7558","1.3231"
"14 Jul 16","0.7506","1.3323"
"13 Jul 16","0.7567","1.3215"
"12 Jul 16","0.7584","1.3186"
"11 Jul 16","0.77","1.2987"
"08 Jul 16","0.7716","1.296"
"07 Jul 16","0.7733","1.2932"
"06 Jul 16","0.7761","1.2885"
"05 Jul 16","0.7664","1.3048"
"04 Jul 16","0.7526","1.3287"
"01 Jul 16","0.7536","1.327"
"30 Jun 16","0.7447","1.3429"
"29 Jun 16","0.7395","1.3523"
"28 Jun 16","0.7506","1.3322"
"27 Jun 16","0.7603","1.3152"
"24 Jun 16","0.7342","1.3621"
"23 Jun 16","0.6758","1.4798"
"22 Jun 16","0.6809","1.4687"
"21 Jun 16","0.6817","1.467"
"20 Jun 16","0.6805","1.4694"
"17 Jun 16","0.6996","1.4293"
"16 Jun 16","0.711","1.4064"
"15 Jun 16","0.7044","1.4196"
"14 Jun 16","0.7085","1.4114"
"13 Jun 16","0.7002","1.4282"
"10 Jun 16","0.6976","1.4334"
"09 Jun 16","0.6913","1.4465"
"08 Jun 16","0.6872","1.4552"
"07 Jun 16","0.6868","1.456"
"06 Jun 16","0.6914","1.4464"
"03 Jun 16","0.6888","1.4517"
"02 Jun 16","0.6922","1.4447"
"01 Jun 16","0.6938","1.4414"
"31 May 16","0.687","1.4557"
"27 May 16","0.6842","1.4616"
"26 May 16","0.6811","1.4682"
"25 May 16","0.6796","1.4714"
"24 May 16","0.6845","1.4609"
"23 May 16","0.6915","1.4461"
"20 May 16","0.6889","1.4515"
"19 May 16","0.6856","1.4585"
"18 May 16","0.6841","1.4617"
"17 May 16","0.6912","1.4467"
"16 May 16","0.6942","1.4405"
"13 May 16","0.6968","1.4351"
"12 May 16","0.6895","1.4503"
"11 May 16","0.6913","1.4465"
"10 May 16","0.6915","1.4462"
"09 May 16","0.6945","1.4398"
"06 May 16","0.6929","1.4432"
"05 May 16","0.6898","1.4497"
"04 May 16","0.6905","1.4482"
"03 May 16","0.6872","1.4551"
"29 Apr 16","0.6826","1.465"
"28 Apr 16","0.6863","1.4571"
"27 Apr 16","0.6879","1.4537"
"26 Apr 16","0.6857","1.4584"
"25 Apr 16","0.6897","1.45"
"22 Apr 16","0.694","1.4409"
"21 Apr 16","0.6974","1.4338"
"20 Apr 16","0.6944","1.4401"
"19 Apr 16","0.6943","1.4402"
"18 Apr 16","0.7006","1.4274"
"15 Apr 16","0.7053","1.4178"
"14 Apr 16","0.7072","1.414"
"13 Apr 16","0.7039","1.4207"
"12 Apr 16","0.7038","1.4208"
"11 Apr 16","0.7011","1.4263"
"08 Apr 16","0.7089","1.4106"
"07 Apr 16","0.7095","1.4094"
"06 Apr 16","0.7099","1.4086"
"05 Apr 16","0.7076","1.4133"
"04 Apr 16","0.6997","1.4291"
"01 Apr 16","0.705","1.4185"
"31 Mar 16","0.6955","1.4378"
"30 Mar 16","0.6921","1.4448"
"29 Mar 16","0.701","1.4266"
"24 Mar 16","0.7071","1.4143"
"23 Mar 16","0.7087","1.4111"
"22 Mar 16","0.7034","1.4217"
"21 Mar 16","0.6943","1.4402"
"18 Mar 16","0.689","1.4514"
"17 Mar 16","0.6901","1.449"
"16 Mar 16","0.7093","1.4099"
"15 Mar 16","0.706","1.4165"
"14 Mar 16","0.6982","1.4323"
"11 Mar 16","0.6947","1.4395"
"10 Mar 16","0.699","1.4307"
"09 Mar 16","0.7031","1.4222"
"08 Mar 16","0.7037","1.4211"
"07 Mar 16","0.704","1.4205"
"04 Mar 16","0.7034","1.4216"
"03 Mar 16","0.7064","1.4156"
"02 Mar 16","0.711","1.4064"
"01 Mar 16","0.7181","1.3925"
"29 Feb 16","0.7179","1.3929"
"26 Feb 16","0.7214","1.3862"
"25 Feb 16","0.7169","1.3949"
"24 Feb 16","0.7178","1.3932"
"23 Feb 16","0.709","1.4105"
"22 Feb 16","0.7075","1.4135"
"19 Feb 16","0.701","1.4266"
"18 Feb 16","0.6961","1.4366"
"17 Feb 16","0.6986","1.4314"
"16 Feb 16","0.699","1.4307"
"15 Feb 16","0.6918","1.4455"
"12 Feb 16","0.6917","1.4458"
"11 Feb 16","0.6928","1.4435"
"10 Feb 16","0.6916","1.446"
"09 Feb 16","0.6904","1.4484"
"08 Feb 16","0.696","1.4368"
"05 Feb 16","0.6905","1.4482"
"04 Feb 16","0.686","1.4578"
"03 Feb 16","0.6853","1.4592"
"02 Feb 16","0.6956","1.4376"
"01 Feb 16","0.6961","1.4366"
"29 Jan 16","0.7049","1.4187"
"28 Jan 16","0.695","1.4388"
"27 Jan 16","0.7014","1.4258"
"26 Jan 16","0.6981","1.4325"
"25 Jan 16","0.7009","1.4267"
"22 Jan 16","0.6978","1.4331"
"21 Jan 16","0.7075","1.4135"
"20 Jan 16","0.7049","1.4186"
"19 Jan 16","0.707","1.4144"
"18 Jan 16","0.7008","1.427"
"15 Jan 16","0.699","1.4307"
"14 Jan 16","0.6948","1.4393"
"13 Jan 16","0.6925","1.4441"
"12 Jan 16","0.6961","1.4366"
"11 Jan 16","0.6882","1.4531"
"08 Jan 16","0.6878","1.454"
"07 Jan 16","0.6865","1.4566"
"06 Jan 16","0.6846","1.4607"
"05 Jan 16","0.6827","1.4647"
"04 Jan 16","0.6808","1.4689"